data1,data2,output
-0.11166654359980499,0.5202237402681694,1
1.1426498169832764,-0.3425773425006079,1
0.7955579558212915,-0.011442306560604742,1
0.11182667768011223,-0.5519315277962581,1
-0.816466179332765,0.5439960413561314,0
0.6625099793411621,-0.08435587875643935,1
0.2745096069756632,-0.18990366850763177,1
-0.11555576964297243,0.5359119487743066,1
1.5723690236721015,-0.3354471113900497,1
0.7639898054996956,0.9623588308208901,0
0.935966869192806,-0.3538179468070864,1
0.8336555798190407,0.6499529469429952,0
0.29468230487815755,0.004835841227689652,1
1.8513500430168657,-0.10902615963463375,1
2.1374762555489992,-0.04338044431125737,1
1.4922258529267878,-0.08559278043061648,1
-0.23867906238645525,1.1462415041581262,0
1.9234497236254187,-0.14797660415910469,1
0.8953750077647351,-0.43999190866571586,1
-0.39068855157876353,1.0195770826262853,0
-0.12775353433282297,0.11630223841137226,1
0.5595085373153135,1.138606634913426,0
-0.49930706814144854,0.737837037210351,0
-0.0830661443379691,0.4115955852710438,1
0.027849780229215637,0.8058370787136191,0
0.3931162852034926,1.0762429696756959,0
0.735047924092889,0.7597082252045724,0
2.2540475518680414,0.32931873343304974,1
1.733770751862573,-0.1839623267365597,1
2.139658024444141,0.3731478256995284,1
-0.29367075597418707,1.0227739719240978,0
0.31446651830839,0.8238087836950247,0
0.06472054854037851,-0.2927999487052031,1
-0.9658811592838273,0.1671130796699809,0
-0.8661045066842256,0.2608275761943216,0
0.35468754621361287,1.4766098307980045,0
0.5760203748557685,-0.41419499827412787,1
0.4930424671368745,0.11351824044889794,1
1.8589981280830237,0.009843729633396664,1
0.9818505068165629,0.13501681822472342,0
-0.7426328278387022,1.2577053085300753,0
0.8596229579604804,0.5882831002364769,0
-0.40145591402144265,1.0797927387874702,0
2.495377268183172,0.4480451628671408,1
-0.4242383264506849,0.9251515289655876,0
0.041929091908164295,0.868489613316582,0
2.061026691313331,-0.4189792087080516,1
0.14947081486324268,0.031747514408615174,1
-0.6754729956504235,0.2051320439864355,0
1.2228846495133086,-0.4042110114333704,1
-0.12953521699472081,0.043616018091476125,1
1.7266027633429124,-0.4494767948282301,1
0.08854962587384099,0.9659373822376852,0
0.3342634705416162,-0.34055128761976555,1
0.7860959366469326,0.24763122515843336,0
0.8223942838261349,0.15484522527864047,0
0.2593869172315565,-0.1401263948600505,1
0.8625055716678338,0.0927734987973817,0
0.021959658727721598,1.1188017377164836,0
1.4064528385952466,-0.37209679605524004,1
0.22539558691161388,0.7360319477551465,0
1.2204804731155023,-0.19840962320791372,0
-0.3809188900325765,-0.009480022828120882,1
0.01671937866164694,1.008408961622555,0
0.2647748325924353,-0.1599337773852795,1
0.6158723806809456,-0.3296349126321649,1
0.6432071224847188,-0.6173717816769583,1
1.5970642647646467,-0.25678187814481995,1
1.0015146147574336,0.27204322010792364,0
0.018576738405520852,0.2385729812580873,1
0.6406570003978347,0.47817829713903154,0
-0.9795374667935437,0.011696649007329453,0
0.25637534067748635,-0.2474350208790861,1
0.8763751293676331,-0.5444116723643649,1
-0.10161640478604317,0.7763333161413634,0
-0.19919746665689214,1.0197884680733755,0
0.7532702068942821,-0.5188610534819846,1
0.8385606825495738,0.055604465725263785,0
-0.181038721897127,0.32147658704440557,1
-0.6024522721563865,0.771926783007528,0
0.8337316591645807,-0.7537255301619867,1
1.0661763380796738,0.12106203178175318,0
0.08948538096402953,0.5531652009507411,0
0.5616526291104229,0.3004344599770227,0
-0.22365187953287063,0.9022478220688807,0
-0.021827854610780156,0.4715901992504328,1
2.431028089348935,0.6281557216125184,1
0.6537851022469112,-0.5587562592325407,1
0.7643439599016617,-0.4795937499338709,1
-0.7947106071568961,0.993681313266406,0
-0.3396380971518874,0.8152959070093343,0
-1.048514384072453,0.403006124768869,0
0.33368347120312924,0.676034269796373,1
-0.0037320084692383793,1.0824588337602583,0
1.2022841766040424,-0.3109409334266765,1
-0.8456437874340608,-0.08762848436281018,0
1.0215594054522,-0.4561244010870532,1
0.5635390427790707,0.6423216595001985,0
0.617563529852009,0.22662798805066828,0
1.7314840262278155,-0.5629980246611223,1
0.9054450127691748,-0.8285558636929127,1
-0.18014725424642408,0.741769090482392,0
1.941430739586959,0.14949156177571363,1
0.08060224417322906,0.6953267927164288,0
0.3388968789498299,-0.3829878879376378,1
0.045655641957977056,-0.08998299198414089,1
-0.013198616027362928,0.21504343692054304,1
2.004426866343631,0.1838518512475249,1
0.8858909410073561,0.8617711824708513,0
1.5580840827566704,-0.07370182195461164,1
0.11544495742610543,0.4311488523318958,1
1.2288450756121814,-0.2089363950494462,1
1.6435447213286385,0.6408002451604983,1
1.142675340348083,-0.4588798387652281,1
1.069882816133229,0.5392889587521443,0
-0.7490068088178414,0.533151298910791,0
0.6580386061921889,1.128614157682919,0
1.9005239461132395,0.49476184809979007,1
-0.2824876433903009,0.2759935470328931,1
-0.11281445655915825,0.9877801674925848,0
1.8708789673931576,-0.16649580232176725,1
-0.6676093564259497,0.4331327256545583,0
0.6791312134475469,-0.29640943257759356,1
-0.3470895055415475,1.0980224853300968,0
-0.12988097086301564,1.2524903382085082,0
0.01599282904880763,0.16402924030787314,1
0.21596450432555803,-0.38502792705766065,1
-1.0728809876188161,0.5421698300592718,0
1.8476590711503147,-0.1820281176546949,1
1.042714650593364,-0.3327817402501815,1
0.33071274572051834,-0.07429965919477755,1
1.8308903777707246,-0.4468120781702716,1
-0.19940125182416724,0.4983200900718757,0
2.183648424337069,0.5375919469738879,1
-0.319743036256917,-0.033284661527963166,1
0.7661198298534349,0.4981210206501657,0
0.6678613566514341,0.5246904024557761,0
0.01427728034616299,0.7663213473861374,0
0.6009033876141626,-0.08473379577485698,0
0.6848929804712885,0.5744556276831064,0
0.9287316902043237,0.1083679156124002,0
0.4776833433861034,0.8670967548281043,0
1.0549521831021096,-0.1597239324095855,1
-0.5110116373749041,0.9951921486585072,0
1.6819563417122803,-0.23869340461343286,1
1.9712720795794898,-0.1345364600600219,1
1.2725572022395764,-0.46195545482819045,1
-0.040060000186223584,0.7646865118015415,0
1.5999400856754862,-0.18791939889040493,1
-0.36637511862754407,0.8250721675670267,0
0.2375798478415477,-0.424234941057778,1
1.0162023064023682,1.0261810748779792,0
1.8224012021133786,0.3948749082315733,1
-0.9769584204652155,0.5433367237938761,0
2.0427682226736814,0.3596277972969217,1
-1.1431023615611862,0.2517898158052446,0
-0.7156085054995075,0.6791864635657573,0
0.8522774039919012,-0.6360077826689896,1
0.7613163453559957,0.3671712724849036,0
1.8881048911768672,-0.3745627131364474,1
-0.5225693856672747,-0.23711697570646748,1
1.3510789454892003,-0.42530974092528845,1
0.6734300546584653,-0.5327819794677038,1
0.08586455881475502,-0.21761600961473865,1
1.712756864769948,-0.1859529596594675,1
0.6957138582489137,-0.28688712821420115,1
-0.21949888543350732,1.0967446439820125,0
0.7287323149325347,-0.2568432893596503,1
-0.19330479811093976,1.2250150262654742,0
-0.5015892764856065,1.024444897185281,0
-0.7197948127585534,0.5968539086471331,0
-1.129991171268607,0.22457417841091726,0
0.8532801375056864,0.7185729993092025,0
1.9528760847007085,0.4377667641327956,1
-0.8331020199229124,-0.216124857012039,0
-0.650364755221223,0.7733658750301284,0
0.12233364774628613,0.7295490217904226,0
0.23925252141502104,1.04093800712679,0
1.3778588726589218,-0.5261469758543695,1
0.6668456862533773,-0.3880347765353038,1
-0.7577081920122756,-0.2568251638941363,0
0.5552323847932684,-0.2956334265921209,1
-0.7565170851916162,0.6138258390625118,0
-0.05922410290741485,0.3719676757641099,1
1.2036791919745387,-0.1316280472489293,1
0.5544981757490339,0.785045766961936,0
-0.5430124594687551,0.6822463545472918,0
-0.690959998632738,0.3400157756098184,0
2.082722782030389,0.3648073909763947,1
0.6566534063806394,-0.5812936207425583,1
1.7029197990073963,0.14885600068644483,1
1.6096040481290248,-0.1798741164162814,1
0.6691276195637527,-0.06957939212831543,1
0.2681248091873557,0.7204907066752093,0
0.20486069001004859,1.1003664155521196,0
-1.0857759528518016,0.8741118680772053,0
-0.3167830303715919,0.8268029281278259,0
0.11613785230061838,0.8322372660350105,0
0.2574075535349035,-0.1987926175597597,1
